Wvlgth Extraterrestrial_spectrm Global_tilted_irradiance Beam_normal_+circumsolar Difuse_horiz-circumsolar
.1492E+04 .2977E+00 .1573E+00 .1511E+00 .5624E-02
.1493E+04 .3020E+00 .1738E+00 .1669E+00 .6290E-02
.1494E+04 .3019E+00 .1936E+00 .1858E+00 .7134E-02
.1495E+04 .3007E+00 .1749E+00 .1678E+00 .6384E-02
.1496E+04 .2914E+00 .1614E+00 .1550E+00 .5851E-02
.1497E+04 .2968E+00 .2180E+00 .2089E+00 .8209E-02
.1498E+04 .2995E+00 .1817E+00 .1744E+00 .6671E-02
.1499E+04 .2953E+00 .2086E+00 .2000E+00 .7742E-02
.1500E+04 .3008E+00 .2404E+00 .2304E+00 .9083E-02
.1501E+04 .2999E+00 .2537E+00 .2431E+00 .9591E-02
.1502E+04 .2974E+00 .2240E+00 .2147E+00 .8395E-02
.1503E+04 .2692E+00 .1772E+00 .1701E+00 .6498E-02
.1504E+04 .2832E+00 .1535E+00 .1475E+00 .5503E-02
.1505E+04 .2715E+00 .1754E+00 .1683E+00 .6402E-02
.1506E+04 .2837E+00 .2471E+00 .2367E+00 .9343E-02
.1507E+04 .2938E+00 .2437E+00 .2336E+00 .9151E-02
.1508E+04 .2903E+00 .2332E+00 .2236E+00 .8736E-02
.1509E+04 .2880E+00 .1783E+00 .1712E+00 .6456E-02
.1510E+04 .2939E+00 .2595E+00 .2487E+00 .9791E-02
.1511E+04 .2945E+00 .2535E+00 .2430E+00 .9504E-02
.1512E+04 .2885E+00 .2498E+00 .2394E+00 .9387E-02
.1513E+04 .2873E+00 .2314E+00 .2220E+00 .8567E-02
.1514E+04 .2850E+00 .2156E+00 .2069E+00 .7910E-02
.1515E+04 .2881E+00 .2549E+00 .2443E+00 .9568E-02
.1516E+04 .2872E+00 .2460E+00 .2359E+00 .9191E-02
.1517E+04 .2853E+00 .2390E+00 .2292E+00 .8869E-02
.1518E+04 .2897E+00 .2416E+00 .2317E+00 .8962E-02
.1519E+04 .2849E+00 .2338E+00 .2243E+00 .8629E-02
.1520E+04 .2879E+00 .2535E+00 .2431E+00 .9434E-02
.1521E+04 .2808E+00 .2642E+00 .2532E+00 .9938E-02
.1522E+04 .2803E+00 .2529E+00 .2425E+00 .9428E-02
.1523E+04 .2845E+00 .2690E+00 .2578E+00 .1010E-01
.1524E+04 .2846E+00 .2645E+00 .2536E+00 .9876E-02
.1525E+04 .2785E+00 .2480E+00 .2379E+00 .9191E-02
.1526E+04 .2860E+00 .2564E+00 .2460E+00 .9502E-02
.1527E+04 .2830E+00 .2516E+00 .2413E+00 .9313E-02
.1528E+04 .2849E+00 .2683E+00 .2572E+00 .1001E-01
.1529E+04 .2829E+00 .2617E+00 .2510E+00 .9712E-02
.1530E+04 .2673E+00 .2447E+00 .2347E+00 .9052E-02
.1531E+04 .2827E+00 .2588E+00 .2482E+00 .9570E-02
.1532E+04 .2826E+00 .2675E+00 .2565E+00 .9938E-02
.1533E+04 .2804E+00 .2663E+00 .2554E+00 .9886E-02
.1534E+04 .2754E+00 .2584E+00 .2479E+00 .9561E-02
.1535E+04 .2775E+00 .2564E+00 .2460E+00 .9452E-02
.1536E+04 .2806E+00 .2639E+00 .2532E+00 .9748E-02
.1537E+04 .2810E+00 .2627E+00 .2520E+00 .9680E-02
.1538E+04 .2734E+00 .2615E+00 .2508E+00 .9657E-02
.1539E+04 .2781E+00 .2623E+00 .2517E+00 .9652E-02
.1540E+04 .2686E+00 .2546E+00 .2443E+00 .9362E-02
.1541E+04 .2730E+00 .2586E+00 .2482E+00 .9494E-02
.1542E+04 .2754E+00 .2588E+00 .2484E+00 .9476E-02
.1543E+04 .2750E+00 .2616E+00 .2510E+00 .9582E-02
.1544E+04 .2772E+00 .2616E+00 .2511E+00 .9558E-02
.1545E+04 .2777E+00 .2664E+00 .2557E+00 .9745E-02
.1546E+04 .2772E+00 .2642E+00 .2536E+00 .9640E-02
.1547E+04 .2735E+00 .2626E+00 .2520E+00 .9579E-02
.1548E+04 .2670E+00 .2565E+00 .2462E+00 .9344E-02
.1549E+04 .2727E+00 .2629E+00 .2524E+00 .9571E-02
.1550E+04 .2696E+00 .2595E+00 .2491E+00 .9431E-02
.1551E+04 .2707E+00 .2602E+00 .2498E+00 .9439E-02
.1552E+04 .2740E+00 .2614E+00 .2510E+00 .9457E-02
.1553E+04 .2709E+00 .2609E+00 .2505E+00 .9442E-02
.1554E+04 .2649E+00 .2546E+00 .2445E+00 .9196E-02
.1555E+04 .2671E+00 .2573E+00 .2471E+00 .9287E-02
.1556E+04 .2629E+00 .2530E+00 .2430E+00 .9117E-02
.1557E+04 .2701E+00 .2603E+00 .2500E+00 .9366E-02
.1558E+04 .2681E+00 .2582E+00 .2480E+00 .9279E-02
.1559E+04 .2678E+00 .2578E+00 .2477E+00 .9251E-02
.1560E+04 .2655E+00 .2555E+00 .2455E+00 .9155E-02
.1561E+04 .2697E+00 .2597E+00 .2495E+00 .9292E-02
.1562E+04 .2683E+00 .2573E+00 .2472E+00 .9188E-02
.1563E+04 .2669E+00 .2565E+00 .2464E+00 .9147E-02
.1564E+04 .2631E+00 .2526E+00 .2427E+00 .8995E-02
.1565E+04 .2668E+00 .2570E+00 .2470E+00 .9147E-02
.1566E+04 .2626E+00 .2524E+00 .2426E+00 .8965E-02
.1567E+04 .2635E+00 .2530E+00 .2432E+00 .8972E-02
.1568E+04 .2604E+00 .2473E+00 .2378E+00 .8742E-02
.1569E+04 .2628E+00 .2447E+00 .2353E+00 .8606E-02
.1570E+04 .2607E+00 .2324E+00 .2236E+00 .8096E-02
.1571E+04 .2667E+00 .2259E+00 .2174E+00 .7787E-02
.1572E+04 .2669E+00 .2285E+00 .2199E+00 .7879E-02
.1573E+04 .2634E+00 .2249E+00 .2165E+00 .7743E-02
.1574E+04 .2622E+00 .2321E+00 .2233E+00 .8029E-02
.1575E+04 .2474E+00 .2305E+00 .2217E+00 .8038E-02
.1576E+04 .2603E+00 .2372E+00 .2282E+00 .8229E-02
.1577E+04 .2369E+00 .2076E+00 .1998E+00 .7141E-02
.1578E+04 .2572E+00 .2260E+00 .2176E+00 .7767E-02
.1579E+04 .2617E+00 .2275E+00 .2190E+00 .7792E-02
.1580E+04 .2638E+00 .2351E+00 .2263E+00 .8078E-02
.1581E+04 .2648E+00 .2390E+00 .2301E+00 .8220E-02
.1582E+04 .2541E+00 .2326E+00 .2238E+00 .8007E-02
.1583E+04 .2577E+00 .2380E+00 .2290E+00 .8195E-02
.1584E+04 .2545E+00 .2394E+00 .2304E+00 .8262E-02
.1585E+04 .2620E+00 .2487E+00 .2394E+00 .8587E-02
.1586E+04 .2582E+00 .2458E+00 .2366E+00 .8478E-02
.1587E+04 .2549E+00 .2432E+00 .2341E+00 .8382E-02
.1588E+04 .2505E+00 .2414E+00 .2323E+00 .8321E-02
.1589E+04 .2315E+00 .2234E+00 .2150E+00 .7691E-02
.1590E+04 .2415E+00 .2325E+00 .2238E+00 .7990E-02
.1591E+04 .2413E+00 .2326E+00 .2239E+00 .7987E-02
.1592E+04 .2529E+00 .2425E+00 .2335E+00 .8308E-02
.1593E+04 .2575E+00 .2484E+00 .2391E+00 .8505E-02
.1594E+04 .2564E+00 .2464E+00 .2372E+00 .8419E-02
.1595E+04 .2577E+00 .2483E+00 .2391E+00 .8478E-02
.1596E+04 .2445E+00 .2351E+00 .2264E+00 .8014E-02
.1597E+04 .2485E+00 .2374E+00 .2286E+00 .8071E-02
.1598E+04 .2563E+00 .2444E+00 .2354E+00 .8296E-02
.1599E+04 .2498E+00 .2327E+00 .2241E+00 .7853E-02
.1600E+04 .2526E+00 .2289E+00 .2205E+00 .7676E-02
.1601E+04 .2449E+00 .2146E+00 .2068E+00 .7142E-02
.1602E+04 .2486E+00 .2154E+00 .2077E+00 .7147E-02
.1603E+04 .2490E+00 .2153E+00 .2075E+00 .7129E-02
.1604E+04 .2500E+00 .2196E+00 .2117E+00 .7283E-02
.1605E+04 .2470E+00 .2277E+00 .2195E+00 .7610E-02
.1606E+04 .2475E+00 .2321E+00 .2237E+00 .7772E-02
.1607E+04 .2454E+00 .2240E+00 .2159E+00 .7452E-02
.1608E+04 .2500E+00 .2210E+00 .2131E+00 .7301E-02
.1609E+04 .2486E+00 .2185E+00 .2107E+00 .7201E-02
.1610E+04 .2331E+00 .2092E+00 .2017E+00 .6912E-02
.1611E+04 .2408E+00 .2181E+00 .2103E+00 .7207E-02
.1612E+04 .2412E+00 .2219E+00 .2139E+00 .7344E-02
.1613E+04 .2458E+00 .2281E+00 .2199E+00 .7552E-02
.1614E+04 .2435E+00 .2293E+00 .2210E+00 .7601E-02
.1615E+04 .2443E+00 .2318E+00 .2235E+00 .7686E-02
.1616E+04 .2325E+00 .2217E+00 .2137E+00 .7348E-02
.1617E+04 .2364E+00 .2257E+00 .2176E+00 .7471E-02
.1618E+04 .2442E+00 .2342E+00 .2258E+00 .7751E-02
.1619E+04 .2422E+00 .2318E+00 .2235E+00 .7657E-02
.1620E+04 .2341E+00 .2256E+00 .2175E+00 .7451E-02
.1621E+04 .2339E+00 .2254E+00 .2173E+00 .7435E-02
.1622E+04 .2370E+00 .2285E+00 .2203E+00 .7529E-02
.1623E+04 .2417E+00 .2332E+00 .2249E+00 .7677E-02
.1624E+04 .2424E+00 .2334E+00 .2252E+00 .7671E-02
.1625E+04 .2375E+00 .2288E+00 .2207E+00 .7509E-02
.1626E+04 .2396E+00 .2306E+00 .2224E+00 .7557E-02
.1627E+04 .2404E+00 .2316E+00 .2234E+00 .7583E-02
.1628E+04 .2415E+00 .2321E+00 .2239E+00 .7584E-02
.1629E+04 .2411E+00 .2322E+00 .2240E+00 .7582E-02
.1630E+04 .2366E+00 .2275E+00 .2195E+00 .7417E-02
.1631E+04 .2393E+00 .2290E+00 .2209E+00 .7448E-02
.1632E+04 .2388E+00 .2292E+00 .2211E+00 .7449E-02
.1633E+04 .2359E+00 .2238E+00 .2159E+00 .7249E-02
.1634E+04 .2328E+00 .2240E+00 .2162E+00 .7266E-02
.1635E+04 .2373E+00 .2247E+00 .2169E+00 .7258E-02
.1636E+04 .2368E+00 .2264E+00 .2186E+00 .7318E-02
.1637E+04 .2275E+00 .2184E+00 .2108E+00 .7055E-02
.1638E+04 .2271E+00 .2115E+00 .2042E+00 .6787E-02
.1639E+04 .2220E+00 .2120E+00 .2046E+00 .6822E-02
.1640E+04 .2257E+00 .2068E+00 .1997E+00 .6597E-02
.1641E+04 .2239E+00 .2113E+00 .2040E+00 .6768E-02
.1642E+04 .2240E+00 .2125E+00 .2052E+00 .6806E-02
.1643E+04 .2288E+00 .2069E+00 .1998E+00 .6560E-02
.1644E+04 .2257E+00 .2152E+00 .2078E+00 .6880E-02
.1645E+04 .2251E+00 .2099E+00 .2027E+00 .6675E-02
.1646E+04 .2290E+00 .2090E+00 .2019E+00 .6614E-02
.1647E+04 .2291E+00 .2192E+00 .2117E+00 .6986E-02
.1648E+04 .2290E+00 .2081E+00 .2010E+00 .6563E-02
.1649E+04 .2235E+00 .2104E+00 .2033E+00 .6671E-02
.1650E+04 .2284E+00 .2168E+00 .2094E+00 .6876E-02
.1651E+04 .2237E+00 .2003E+00 .1936E+00 .6277E-02
.1652E+04 .2280E+00 .2154E+00 .2081E+00 .6807E-02
.1653E+04 .2253E+00 .2145E+00 .2072E+00 .6780E-02
.1654E+04 .2265E+00 .2075E+00 .2005E+00 .6504E-02
.1655E+04 .2239E+00 .2140E+00 .2068E+00 .6754E-02
.1656E+04 .2261E+00 .2127E+00 .2055E+00 .6684E-02
.1657E+04 .2256E+00 .2139E+00 .2067E+00 .6724E-02
.1658E+04 .2253E+00 .2166E+00 .2093E+00 .6816E-02
.1659E+04 .2222E+00 .2130E+00 .2058E+00 .6691E-02
.1660E+04 .2241E+00 .2151E+00 .2078E+00 .6750E-02
.1661E+04 .2254E+00 .2156E+00 .2084E+00 .6754E-02
.1662E+04 .2242E+00 .2109E+00 .2039E+00 .6581E-02
.1663E+04 .2226E+00 .2142E+00 .2070E+00 .6701E-02
.1664E+04 .2225E+00 .2129E+00 .2058E+00 .6645E-02
.1665E+04 .2214E+00 .2037E+00 .1970E+00 .6306E-02
.1666E+04 .2185E+00 .1711E+00 .1657E+00 .5138E-02
.1667E+04 .2202E+00 .2027E+00 .1960E+00 .6259E-02
.1668E+04 .2162E+00 .2067E+00 .1998E+00 .6421E-02
.1669E+04 .2181E+00 .2073E+00 .2004E+00 .6426E-02
.1670E+04 .2221E+00 .2136E+00 .2065E+00 .6627E-02
.1671E+04 .2210E+00 .2108E+00 .2038E+00 .6522E-02
.1672E+04 .2121E+00 .2038E+00 .1971E+00 .6306E-02
.1673E+04 .2161E+00 .2085E+00 .2016E+00 .6448E-02
.1674E+04 .2191E+00 .2079E+00 .2010E+00 .6402E-02
.1675E+04 .2162E+00 .2059E+00 .1991E+00 .6336E-02
.1676E+04 .2132E+00 .2039E+00 .1972E+00 .6273E-02
.1677E+04 .2155E+00 .2046E+00 .1979E+00 .6281E-02
.1678E+04 .2158E+00 .2015E+00 .1949E+00 .6159E-02
.1679E+04 .2129E+00 .2054E+00 .1987E+00 .6308E-02
.1680E+04 .2064E+00 .1983E+00 .1918E+00 .6075E-02
.1681E+04 .1985E+00 .1874E+00 .1813E+00 .5717E-02
.1682E+04 .2034E+00 .1964E+00 .1900E+00 .6010E-02
.1683E+04 .2089E+00 .2016E+00 .1951E+00 .6162E-02
.1684E+04 .2120E+00 .1907E+00 .1845E+00 .5740E-02
.1685E+04 .2131E+00 .2057E+00 .1990E+00 .6270E-02
.1686E+04 .2103E+00 .2028E+00 .1962E+00 .6176E-02
.1687E+04 .2112E+00 .1974E+00 .1911E+00 .5972E-02
.1688E+04 .2108E+00 .2027E+00 .1961E+00 .6153E-02
.1689E+04 .2080E+00 .1999E+00 .1934E+00 .6060E-02
.1690E+04 .2085E+00 .1980E+00 .1916E+00 .5986E-02
.1691E+04 .2120E+00 .1856E+00 .1798E+00 .5530E-02
.1692E+04 .2121E+00 .1998E+00 .1933E+00 .6018E-02
.1693E+04 .2112E+00 .2039E+00 .1974E+00 .6160E-02
.1694E+04 .2107E+00 .1975E+00 .1912E+00 .5927E-02
.1695E+04 .2106E+00 .2023E+00 .1958E+00 .6092E-02
.1696E+04 .2096E+00 .2019E+00 .1954E+00 .6076E-02
.1697E+04 .2085E+00 .1739E+00 .1685E+00 .5105E-02
.1698E+04 .2088E+00 .2001E+00 .1937E+00 .6002E-02
.1699E+04 .2080E+00 .1983E+00 .1920E+00 .5939E-02
.1700E+04 .2054E+00 .1927E+00 .1866E+00 .5748E-02
.1702E+04 .2052E+00 .1968E+00 .1906E+00 .5877E-02
.1705E+04 .2043E+00 .1908E+00 .1848E+00 .5654E-02
.1710E+04 .1989E+00 .1811E+00 .1755E+00 .5319E-02
.1715E+04 .2019E+00 .1831E+00 .1774E+00 .5350E-02
.1720E+04 .1980E+00 .1805E+00 .1750E+00 .5253E-02
.1725E+04 .1969E+00 .1714E+00 .1662E+00 .4922E-02
.1730E+04 .1931E+00 .1681E+00 .1630E+00 .4806E-02
.1735E+04 .1820E+00 .1560E+00 .1513E+00 .4433E-02
.1740E+04 .1900E+00 .1624E+00 .1576E+00 .4585E-02
.1745E+04 .1862E+00 .1495E+00 .1452E+00 .4179E-02
.1750E+04 .1852E+00 .1596E+00 .1550E+00 .4459E-02
.1755E+04 .1851E+00 .1478E+00 .1436E+00 .4079E-02
.1760E+04 .1824E+00 .1538E+00 .1494E+00 .4239E-02
.1765E+04 .1814E+00 .1283E+00 .1247E+00 .3460E-02
.1770E+04 .1797E+00 .1369E+00 .1330E+00 .3678E-02
.1775E+04 .1760E+00 .1108E+00 .1078E+00 .2902E-02
.1780E+04 .1755E+00 .9696E-01 .9440E-01 .2491E-02
.1785E+04 .1741E+00 .7419E-01 .7231E-01 .1841E-02
.1790E+04 .1737E+00 .8570E-01 .8351E-01 .2137E-02
.1795E+04 .1710E+00 .4510E-01 .4408E-01 .1020E-02
.1800E+04 .1680E+00 .3062E-01 .2992E-01 .6987E-03
.1805E+04 .1688E+00 .1416E-01 .1390E-01 .2754E-03
.1810E+04 .1686E+00 .9259E-02 .9088E-02 .1800E-03
.1815E+04 .1550E+00 .3115E-02 .3072E-02 .4881E-04
.1820E+04 .1600E+00 .9330E-03 .9227E-03 .1258E-04
.1825E+04 .1626E+00 .1205E-02 .1191E-02 .1638E-04
.1830E+04 .1592E+00 .4835E-05 .4821E-05 .3504E-07
.1835E+04 .1576E+00 .5979E-05 .5945E-05 .5542E-07
.1840E+04 .1555E+00 .5783E-07 .5782E-07 .2866E-09
.1845E+04 .1529E+00 .5795E-05 .5790E-05 .3162E-07
.1850E+04 .1534E+00 .2771E-05 .2770E-05 .1416E-07
.1855E+04 .1513E+00 .2625E-06 .2624E-06 .1364E-08
.1860E+04 .1493E+00 .1043E-04 .1038E-04 .8811E-07
.1865E+04 .1471E+00 .1586E-04 .1581E-04 .1211E-06
.1870E+04 .1456E+00 .2429E-09 .2439E-09 .4045E-12
.1875E+04 .1323E+00 .4120E-09 .4136E-09 .7467E-12
.1880E+04 .1467E+00 .7300E-04 .7257E-04 .6887E-06
.1885E+04 .1457E+00 .4130E-04 .4109E-04 .3662E-06
.1890E+04 .1404E+00 .2108E-03 .2095E-03 .2026E-05
.1895E+04 .1384E+00 .1224E-03 .1216E-03 .1202E-05
.1900E+04 .1404E+00 .8056E-06 .8046E-06 .4667E-08
.1905E+04 .1390E+00 .5300E-06 .5292E-06 .3227E-08
.1910E+04 .1365E+00 .2170E-04 .2163E-04 .1640E-06
.1915E+04 .1361E+00 .1886E-04 .1877E-04 .1667E-06
.1920E+04 .1346E+00 .4286E-03 .4254E-03 .4572E-05
.1925E+04 .1345E+00 .8945E-03 .8858E-03 .1117E-04
.1930E+04 .1314E+00 .5276E-03 .5226E-03 .6483E-05
.1935E+04 .1324E+00 .3455E-02 .3410E-02 .5200E-04
.1940E+04 .1295E+00 .3163E-02 .3117E-02 .5147E-04
.1945E+04 .1195E+00 .1051E-01 .1034E-01 .1879E-03
.1950E+04 .1263E+00 .1622E-01 .1594E-01 .2991E-03
.1955E+04 .1283E+00 .9699E-02 .9557E-02 .1590E-03
.1960E+04 .1261E+00 .2126E-01 .2088E-01 .3991E-03
.1965E+04 .1229E+00 .2774E-01 .2723E-01 .5346E-03
.1970E+04 .1238E+00 .4754E-01 .4658E-01 .9831E-03
.1975E+04 .1215E+00 .6611E-01 .6469E-01 .1434E-02
.1980E+04 .1197E+00 .7292E-01 .7132E-01 .1614E-02
.1985E+04 .1190E+00 .8034E-01 .7855E-01 .1799E-02
.1990E+04 .1198E+00 .8348E-01 .8161E-01 .1867E-02
.1995E+04 .1168E+00 .7917E-01 .7743E-01 .1751E-02
.2000E+04 .1167E+00 .3717E-01 .3641E-01 .7827E-03
.2005E+04 .1150E+00 .1457E-01 .1432E-01 .2627E-03
.2010E+04 .1151E+00 .3875E-01 .3796E-01 .8087E-03
.2015E+04 .1140E+00 .2581E-01 .2533E-01 .5053E-03
.2020E+04 .1119E+00 .4380E-01 .4288E-01 .9357E-03
.2025E+04 .1118E+00 .7240E-01 .7071E-01 .1681E-02
.2030E+04 .1097E+00 .8290E-01 .8090E-01 .1973E-02
.2035E+04 .1091E+00 .9446E-01 .9212E-01 .2292E-02
.2040E+04 .1072E+00 .8775E-01 .8562E-01 .2100E-02
.2045E+04 .1076E+00 .8915E-01 .8699E-01 .2128E-02
.2050E+04 .1059E+00 .6653E-01 .6502E-01 .1507E-02
.2055E+04 .1047E+00 .5368E-01 .5252E-01 .1169E-02
.2060E+04 .1032E+00 .6776E-01 .6622E-01 .1536E-02
.2065E+04 .1018E+00 .6059E-01 .5925E-01 .1345E-02
.2070E+04 .1010E+00 .6427E-01 .6284E-01 .1438E-02
.2075E+04 .1010E+00 .7595E-01 .7420E-01 .1745E-02
.2080E+04 .9933E-01 .8518E-01 .8316E-01 .1998E-02
.2085E+04 .9830E-01 .8350E-01 .8154E-01 .1947E-02
.2090E+04 .9754E-01 .8744E-01 .8537E-01 .2050E-02
.2095E+04 .9599E-01 .8808E-01 .8600E-01 .2067E-02
.2100E+04 .9624E-01 .8451E-01 .8253E-01 .1965E-02
.2105E+04 .9575E-01 .9141E-01 .8925E-01 .2143E-02
.2110E+04 .9463E-01 .8794E-01 .8588E-01 .2045E-02
.2115E+04 .9385E-01 .8996E-01 .8784E-01 .2095E-02
.2120E+04 .9314E-01 .8591E-01 .8391E-01 .1982E-02
.2125E+04 .9218E-01 .8695E-01 .8493E-01 .2006E-02
.2130E+04 .9238E-01 .8808E-01 .8603E-01 .2029E-02
.2135E+04 .9112E-01 .8834E-01 .8629E-01 .2031E-02
.2140E+04 .9105E-01 .8905E-01 .8700E-01 .2042E-02
.2145E+04 .8994E-01 .8779E-01 .8577E-01 .2005E-02
.2150E+04 .8971E-01 .8300E-01 .8112E-01 .1872E-02
.2155E+04 .8888E-01 .8319E-01 .8132E-01 .1872E-02
.2160E+04 .8789E-01 .8254E-01 .8068E-01 .1852E-02
.2165E+04 .8200E-01 .7482E-01 .7316E-01 .1668E-02
.2170E+04 .8537E-01 .8041E-01 .7862E-01 .1793E-02
.2175E+04 .8576E-01 .7887E-01 .7713E-01 .1744E-02
.2180E+04 .8464E-01 .8022E-01 .7845E-01 .1775E-02
.2185E+04 .8468E-01 .7308E-01 .7150E-01 .1593E-02
.2190E+04 .8314E-01 .7753E-01 .7584E-01 .1698E-02
.2195E+04 .8347E-01 .7743E-01 .7575E-01 .1688E-02
.2200E+04 .8279E-01 .6959E-01 .6812E-01 .1486E-02
.2205E+04 .8090E-01 .7246E-01 .7093E-01 .1558E-02
.2210E+04 .8081E-01 .7780E-01 .7614E-01 .1685E-02
.2215E+04 .8041E-01 .7474E-01 .7316E-01 .1603E-02
.2220E+04 .7999E-01 .7621E-01 .7460E-01 .1634E-02
.2225E+04 .7884E-01 .7398E-01 .7242E-01 .1576E-02
.2230E+04 .7840E-01 .7428E-01 .7273E-01 .1578E-02
.2235E+04 .7793E-01 .7283E-01 .7132E-01 .1537E-02
.2240E+04 .7651E-01 .7168E-01 .7020E-01 .1507E-02
.2245E+04 .7625E-01 .6940E-01 .6798E-01 .1445E-02
.2250E+04 .7537E-01 .7057E-01 .6913E-01 .1471E-02
.2255E+04 .7434E-01 .6630E-01 .6497E-01 .1364E-02
.2260E+04 .7409E-01 .6557E-01 .6426E-01 .1342E-02
.2265E+04 .7328E-01 .6684E-01 .6551E-01 .1369E-02
.2270E+04 .7310E-01 .6353E-01 .6229E-01 .1285E-02
.2275E+04 .7263E-01 .6269E-01 .6147E-01 .1261E-02
.2280E+04 .7139E-01 .6504E-01 .6376E-01 .1315E-02
.2285E+04 .7138E-01 .6178E-01 .6059E-01 .1232E-02
.2290E+04 .7119E-01 .6194E-01 .6075E-01 .1231E-02
.2295E+04 .6930E-01 .6001E-01 .5887E-01 .1187E-02
.2300E+04 .6964E-01 .5754E-01 .5646E-01 .1123E-02
.2305E+04 .6940E-01 .5791E-01 .5683E-01 .1128E-02
.2310E+04 .6890E-01 .6271E-01 .6152E-01 .1235E-02
.2315E+04 .6815E-01 .5692E-01 .5587E-01 .1099E-02
.2320E+04 .6763E-01 .5082E-01 .4991E-01 .9617E-03
.2325E+04 .6556E-01 .5515E-01 .5414E-01 .1060E-02
.2330E+04 .6622E-01 .5569E-01 .5467E-01 .1062E-02
.2335E+04 .6572E-01 .5683E-01 .5580E-01 .1085E-02
.2340E+04 .6522E-01 .4479E-01 .4401E-01 .8233E-03
.2345E+04 .6510E-01 .5025E-01 .4937E-01 .9326E-03
.2350E+04 .6434E-01 .4054E-01 .3985E-01 .7331E-03
.2355E+04 .6260E-01 .4639E-01 .4560E-01 .8482E-03
.2360E+04 .6307E-01 .4915E-01 .4830E-01 .9016E-03
.2365E+04 .6301E-01 .4843E-01 .4760E-01 .8874E-03
.2370E+04 .6239E-01 .2989E-01 .2943E-01 .5071E-03
.2375E+04 .6141E-01 .4314E-01 .4242E-01 .7697E-03
.2380E+04 .6181E-01 .4170E-01 .4101E-01 .7403E-03
.2385E+04 .5913E-01 .3013E-01 .2966E-01 .5136E-03
.2390E+04 .6036E-01 .3589E-01 .3532E-01 .6214E-03
.2395E+04 .6007E-01 .3937E-01 .3874E-01 .6841E-03
.2400E+04 .5974E-01 .4292E-01 .4223E-01 .7495E-03
.2405E+04 .5944E-01 .3292E-01 .3240E-01 .5590E-03
.2410E+04 .5915E-01 .3315E-01 .3264E-01 .5589E-03
.2415E+04 .5698E-01 .2676E-01 .2636E-01 .4387E-03
.2420E+04 .5782E-01 .2607E-01 .2569E-01 .4273E-03
.2425E+04 .5733E-01 .3245E-01 .3196E-01 .5376E-03
.2430E+04 .5719E-01 .4378E-01 .4310E-01 .7419E-03
.2435E+04 .5647E-01 .1458E-01 .1438E-01 .2231E-03
.2440E+04 .5627E-01 .4252E-01 .4187E-01 .7153E-03
.2445E+04 .5556E-01 .2041E-01 .2013E-01 .3173E-03
.2450E+04 .5459E-01 .1334E-01 .1317E-01 .1977E-03
.2455E+04 .5416E-01 .2441E-01 .2407E-01 .3829E-03
.2460E+04 .5451E-01 .3281E-01 .3234E-01 .5221E-03
.2465E+04 .5430E-01 .2373E-01 .2341E-01 .3619E-03
.2470E+04 .5340E-01 .1641E-01 .1621E-01 .2367E-03
.2475E+04 .5337E-01 .1614E-01 .1595E-01 .2300E-03
.2480E+04 .5210E-01 .7871E-02 .7784E-02 .1055E-03
.2485E+04 .5177E-01 .5485E-02 .5432E-02 .6810E-04
.2490E+04 .5222E-01 .3425E-02 .3396E-02 .3896E-04
.2495E+04 .4889E-01 .2807E-02 .2784E-02 .3180E-04
.2500E+04 .5138E-01 .6905E-02 .6838E-02 .8475E-04
.2505E+04 .5082E-01 .1480E-02 .1467E-02 .1685E-04
.2510E+04 .4960E-01 .2161E-02 .2142E-02 .2490E-04
.2515E+04 .4876E-01 .5038E-03 .5003E-03 .5118E-05
.2520E+04 .4814E-01 .3577E-03 .3563E-03 .2765E-05
.2525E+04 .4765E-01 .3977E-04 .3961E-04 .3099E-06
.2530E+04 .4770E-01 .6021E-06 .6034E-06 .1820E-08
.2535E+04 .4712E-01 .1649E-06 .1654E-06 .3696E-09
.2540E+04 .4677E-01 .3562E-06 .3571E-06 .9363E-09
.2545E+04 .4661E-01 .5010E-10 .5034E-10 .5017E-13
.2550E+04 .4626E-01 .2570E-12 .2584E-12 .1294E-15
.2555E+04 .4593E-01 .9726E-09 .9772E-09 .1003E-11
.2560E+04 .4540E-01 .2890E-10 .2903E-10 .3061E-13
.2565E+04 .4516E-01 .1461E-13 .1470E-13 .1185E-17
.2570E+04 .4485E-01 .1368E-17 .1376E-17 .3281E-22
.2575E+04 .4448E-01 .9268E-27 .9321E-27 .1770E-32
.2580E+04 .4410E-01 .3348E-21 .3368E-21 .1998E-26
.2585E+04 .4327E-01 .1427E-33 .1435E-33 .3457E-40
.2590E+04 .4341E-01 .4599E-30 .4625E-30 .2255E-36
.2595E+04 .4304E-01 .1967E-32 .1978E-32 .4906E-38
.2600E+04 .4291E-01 .3814E-27 .3836E-27 .3821E-33
.2605E+04 .4280E-01 .4913E-34 .4942E-34 .4225E-40
.2610E+04 .4250E-01 .4941E-33 .4969E-33 .1353E-39
.2615E+04 .4228E-01 .9186E-37 .9239E-37 .1121E-43
.2620E+04 .4190E-01 .4882E-28 .4910E-28 .1430E-33
.2625E+04 .4058E-01 .3272E-27 .3291E-27 .2442E-33
.2630E+04 .4116E-01 .1401E-44 .1401E-44 .0000E+00
.2635E+04 .4096E-01 .3535E-15 .3556E-15 .1620E-19
.2640E+04 .4022E-01 .1055E-15 .1061E-15 .3423E-20
