Wvlgth Global_tilted_irradiance Beam_normal_+circumsolar Difuse_horiz-circumsolar
.1652E+04 .2197E+00 .2139E+00 .2405E-02
.1653E+04 .2215E+00 .2156E+00 .2426E-02
.1654E+04 .2126E+00 .2070E+00 .2302E-02
.1655E+04 .2222E+00 .2163E+00 .2429E-02
.1656E+04 .2197E+00 .2139E+00 .2388E-02
.1657E+04 .2209E+00 .2151E+00 .2403E-02
.1658E+04 .2230E+00 .2171E+00 .2430E-02
.1659E+04 .2217E+00 .2159E+00 .2410E-02
.1660E+04 .2237E+00 .2178E+00 .2429E-02
.1661E+04 .2229E+00 .2170E+00 .2414E-02
.1662E+04 .2175E+00 .2118E+00 .2343E-02
.1663E+04 .2213E+00 .2155E+00 .2393E-02
.1664E+04 .2195E+00 .2138E+00 .2368E-02
.1665E+04 .2094E+00 .2039E+00 .2233E-02
.1666E+04 .1777E+00 .1732E+00 .1824E-02
.1667E+04 .2075E+00 .2022E+00 .2207E-02
.1668E+04 .2133E+00 .2078E+00 .2286E-02
.1669E+04 .2151E+00 .2096E+00 .2299E-02
.1670E+04 .2184E+00 .2127E+00 .2336E-02
.1671E+04 .2125E+00 .2070E+00 .2266E-02
.1672E+04 .2096E+00 .2042E+00 .2236E-02
.1673E+04 .2144E+00 .2089E+00 .2285E-02
.1674E+04 .2107E+00 .2053E+00 .2233E-02
.1675E+04 .2072E+00 .2019E+00 .2195E-02
.1676E+04 .2085E+00 .2031E+00 .2207E-02
.1677E+04 .2086E+00 .2033E+00 .2201E-02
.1678E+04 .2034E+00 .1983E+00 .2135E-02
.1679E+04 .2062E+00 .2009E+00 .2178E-02
.1680E+04 .1980E+00 .1930E+00 .2086E-02
.1681E+04 .1928E+00 .1879E+00 .2020E-02
.1682E+04 .2024E+00 .1973E+00 .2130E-02
.1683E+04 .2068E+00 .2016E+00 .2173E-02
.1684E+04 .1950E+00 .1901E+00 .2010E-02
.1685E+04 .2092E+00 .2040E+00 .2192E-02
.1686E+04 .2087E+00 .2034E+00 .2183E-02
.1687E+04 .2022E+00 .1972E+00 .2096E-02
.1688E+04 .2077E+00 .2025E+00 .2164E-02
.1689E+04 .2054E+00 .2003E+00 .2137E-02
.1690E+04 .2053E+00 .2002E+00 .2127E-02
.1691E+04 .1905E+00 .1858E+00 .1933E-02
.1692E+04 .2050E+00 .1999E+00 .2113E-02
.1693E+04 .2097E+00 .2045E+00 .2172E-02
.1694E+04 .2031E+00 .1981E+00 .2086E-02
.1695E+04 .2077E+00 .2025E+00 .2143E-02
.1696E+04 .2075E+00 .2024E+00 .2139E-02
.1697E+04 .1796E+00 .1752E+00 .1789E-02
.1698E+04 .2060E+00 .2009E+00 .2114E-02
.1699E+04 .2033E+00 .1983E+00 .2082E-02
.1700E+04 .1984E+00 .1935E+00 .2022E-02
.1702E+04 .2011E+00 .1962E+00 .2055E-02
.1705E+04 .1961E+00 .1913E+00 .1983E-02
.1710E+04 .1867E+00 .1821E+00 .1864E-02
.1715E+04 .1870E+00 .1825E+00 .1854E-02
.1720E+04 .1848E+00 .1804E+00 .1823E-02
.1725E+04 .1741E+00 .1700E+00 .1690E-02
.1730E+04 .1721E+00 .1680E+00 .1659E-02
.1735E+04 .1608E+00 .1570E+00 .1537E-02
.1740E+04 .1634E+00 .1595E+00 .1552E-02
.1745E+04 .1542E+00 .1506E+00 .1438E-02
.1750E+04 .1643E+00 .1604E+00 .1545E-02
.1755E+04 .1521E+00 .1486E+00 .1401E-02
.1760E+04 .1583E+00 .1546E+00 .1466E-02
.1765E+04 .1315E+00 .1284E+00 .1171E-02
.1770E+04 .1405E+00 .1372E+00 .1261E-02
.1775E+04 .1146E+00 .1120E+00 .9899E-03
.1780E+04 .9925E-01 .9701E-01 .8364E-03
.1785E+04 .7625E-01 .7455E-01 .6188E-03
.1790E+04 .8798E-01 .8600E-01 .7224E-03
.1795E+04 .4664E-01 .4562E-01 .3582E-03
.1800E+04 .3184E-01 .3115E-01 .2388E-03
.1805E+04 .1463E-01 .1432E-01 .1059E-03
.1810E+04 .9504E-02 .9302E-02 .6802E-04
.1815E+04 .3351E-02 .3280E-02 .2355E-04
.1820E+04 .9599E-03 .9397E-03 .6674E-05
.1825E+04 .1254E-02 .1227E-02 .8681E-05
.1830E+04 .5210E-05 .5100E-05 .3552E-07
.1835E+04 .6427E-05 .6293E-05 .4377E-07
.1840E+04 .6280E-07 .6150E-07 .4229E-09
.1845E+04 .6280E-05 .6151E-05 .4215E-07
.1850E+04 .3003E-05 .2941E-05 .2006E-07
.1855E+04 .2858E-06 .2801E-06 .1902E-08
.1860E+04 .1121E-04 .1099E-04 .7475E-07
.1865E+04 .1709E-04 .1677E-04 .1135E-06
.1870E+04 .2672E-09 .2623E-09 .1748E-11
.1875E+04 .4612E-09 .4532E-09 .3008E-11
.1880E+04 .7530E-04 .7403E-04 .4963E-06
.1885E+04 .4313E-04 .4243E-04 .2831E-06
.1890E+04 .2243E-03 .2207E-03 .1469E-05
.1895E+04 .1290E-03 .1271E-03 .8426E-06
.1900E+04 .8536E-06 .8415E-06 .5523E-08
.1905E+04 .5636E-06 .5555E-06 .3635E-08
.1910E+04 .2308E-04 .2278E-04 .1489E-06
.1915E+04 .1990E-04 .1965E-04 .1282E-06
.1920E+04 .4491E-03 .4434E-03 .2891E-05
.1925E+04 .9289E-03 .9169E-03 .5976E-05
.1930E+04 .5477E-03 .5406E-03 .3509E-05
.1935E+04 .3533E-02 .3486E-02 .2271E-04
.1940E+04 .3224E-02 .3181E-02 .2068E-04
.1945E+04 .1093E-01 .1078E-01 .7081E-04
.1950E+04 .1650E-01 .1627E-01 .1074E-03
.1955E+04 .9906E-02 .9767E-02 .6343E-04
.1960E+04 .2172E-01 .2141E-01 .1415E-03
.1965E+04 .2857E-01 .2814E-01 .1877E-03
.1970E+04 .4833E-01 .4758E-01 .3272E-03
.1975E+04 .6720E-01 .6614E-01 .4690E-03
.1980E+04 .7439E-01 .7319E-01 .5251E-03
.1985E+04 .8184E-01 .8049E-01 .5842E-03
.1990E+04 .8443E-01 .8303E-01 .6034E-03
.1995E+04 .8069E-01 .7935E-01 .5721E-03
.2000E+04 .3787E-01 .3724E-01 .2719E-03
.2005E+04 .1496E-01 .1472E-01 .1028E-03
.2010E+04 .3948E-01 .3884E-01 .2822E-03
.2015E+04 .2636E-01 .2595E-01 .1836E-03
.2020E+04 .4465E-01 .4395E-01 .3202E-03
.2025E+04 .7333E-01 .7216E-01 .5509E-03
.2030E+04 .8415E-01 .8283E-01 .6424E-03
.2035E+04 .9539E-01 .9390E-01 .7398E-03
.2040E+04 .8982E-01 .8845E-01 .6870E-03
.2045E+04 .9100E-01 .8963E-01 .6940E-03
.2050E+04 .6819E-01 .6721E-01 .4987E-03
.2055E+04 .5512E-01 .5434E-01 .3928E-03
.2060E+04 .6945E-01 .6846E-01 .5063E-03
.2065E+04 .6248E-01 .6160E-01 .4484E-03
.2070E+04 .6643E-01 .6551E-01 .4783E-03
.2075E+04 .7835E-01 .7726E-01 .5738E-03
.2080E+04 .8786E-01 .8663E-01 .6530E-03
.2085E+04 .8627E-01 .8506E-01 .6377E-03
.2090E+04 .9013E-01 .8886E-01 .6692E-03
.2095E+04 .9090E-01 .8962E-01 .6746E-03
.2100E+04 .8715E-01 .8593E-01 .6399E-03
.2105E+04 .9412E-01 .9279E-01 .6976E-03
.2110E+04 .9059E-01 .8931E-01 .6662E-03
.2115E+04 .9261E-01 .9130E-01 .6817E-03
.2120E+04 .8802E-01 .8677E-01 .6417E-03
.2125E+04 .8920E-01 .8792E-01 .6502E-03
.2130E+04 .9008E-01 .8879E-01 .6555E-03
.2135E+04 .9050E-01 .8919E-01 .6580E-03
.2140E+04 .9106E-01 .8974E-01 .6603E-03
.2145E+04 .9006E-01 .8876E-01 .6502E-03
.2150E+04 .8490E-01 .8369E-01 .6050E-03
.2155E+04 .8508E-01 .8386E-01 .6049E-03
.2160E+04 .8398E-01 .8279E-01 .5948E-03
.2165E+04 .7689E-01 .7580E-01 .5399E-03
.2170E+04 .8164E-01 .8048E-01 .5737E-03
.2175E+04 .8023E-01 .7910E-01 .5592E-03
.2180E+04 .8198E-01 .8083E-01 .5717E-03
.2185E+04 .7440E-01 .7336E-01 .5092E-03
.2190E+04 .7941E-01 .7830E-01 .5475E-03
.2195E+04 .7883E-01 .7773E-01 .5408E-03
.2200E+04 .7074E-01 .6977E-01 .4757E-03
.2205E+04 .7364E-01 .7263E-01 .4976E-03
.2210E+04 .7893E-01 .7784E-01 .5369E-03
.2215E+04 .7593E-01 .7490E-01 .5112E-03
.2220E+04 .7733E-01 .7629E-01 .5201E-03
.2225E+04 .7519E-01 .7419E-01 .5019E-03
.2230E+04 .7551E-01 .7452E-01 .5023E-03
.2235E+04 .7385E-01 .7290E-01 .4875E-03
.2240E+04 .7301E-01 .7208E-01 .4796E-03
.2245E+04 .7055E-01 .6968E-01 .4588E-03
.2250E+04 .7182E-01 .7097E-01 .4658E-03
.2255E+04 .6764E-01 .6686E-01 .4331E-03
.2260E+04 .6672E-01 .6598E-01 .4240E-03
.2265E+04 .6811E-01 .6738E-01 .4322E-03
.2270E+04 .6465E-01 .6397E-01 .4053E-03
.2275E+04 .6373E-01 .6307E-01 .3972E-03
.2280E+04 .6612E-01 .6543E-01 .4132E-03
.2285E+04 .6249E-01 .6184E-01 .3859E-03
.2290E+04 .6246E-01 .6182E-01 .3840E-03
.2295E+04 .6081E-01 .6019E-01 .3719E-03
.2300E+04 .5811E-01 .5752E-01 .3515E-03
.2305E+04 .5850E-01 .5792E-01 .3525E-03
.2310E+04 .6330E-01 .6266E-01 .3840E-03
.2315E+04 .5739E-01 .5682E-01 .3426E-03
.2320E+04 .5098E-01 .5048E-01 .2991E-03
.2325E+04 .5588E-01 .5533E-01 .3307E-03
.2330E+04 .5609E-01 .5554E-01 .3302E-03
.2335E+04 .5722E-01 .5666E-01 .3364E-03
.2340E+04 .4533E-01 .4490E-01 .2584E-03
.2345E+04 .5073E-01 .5023E-01 .2913E-03
.2350E+04 .4073E-01 .4034E-01 .2280E-03
.2355E+04 .4690E-01 .4645E-01 .2654E-03
.2360E+04 .4952E-01 .4904E-01 .2804E-03
.2365E+04 .4871E-01 .4825E-01 .2740E-03
.2370E+04 .3006E-01 .2978E-01 .1612E-03
.2375E+04 .4353E-01 .4312E-01 .2400E-03
.2380E+04 .4159E-01 .4120E-01 .2273E-03
.2385E+04 .3041E-01 .3013E-01 .1614E-03
.2390E+04 .3576E-01 .3543E-01 .1911E-03
.2395E+04 .3926E-01 .3890E-01 .2105E-03
.2400E+04 .4275E-01 .4236E-01 .2299E-03
.2405E+04 .3278E-01 .3250E-01 .1714E-03
.2410E+04 .3293E-01 .3265E-01 .1713E-03
.2415E+04 .2678E-01 .2656E-01 .1367E-03
.2420E+04 .2583E-01 .2562E-01 .1308E-03
.2425E+04 .3227E-01 .3202E-01 .1650E-03
.2430E+04 .4343E-01 .4310E-01 .2265E-03
.2435E+04 .1452E-01 .1441E-01 .7039E-04
.2440E+04 .4224E-01 .4195E-01 .2171E-03
.2445E+04 .2031E-01 .2018E-01 .9868E-04
.2450E+04 .1330E-01 .1322E-01 .6325E-04
.2455E+04 .2429E-01 .2415E-01 .1179E-03
.2460E+04 .3249E-01 .3230E-01 .1595E-03
.2465E+04 .2355E-01 .2343E-01 .1127E-03
.2470E+04 .1634E-01 .1625E-01 .7644E-04
.2475E+04 .1605E-01 .1597E-01 .7462E-04
.2480E+04 .7869E-02 .7834E-02 .3599E-04
.2485E+04 .5488E-02 .5466E-02 .2476E-04
.2490E+04 .3415E-02 .3402E-02 .1522E-04
.2495E+04 .2972E-02 .2961E-02 .1316E-04
.2500E+04 .6921E-02 .6894E-02 .3072E-04
.2505E+04 .1494E-02 .1488E-02 .6543E-05
.2510E+04 .2198E-02 .2190E-02 .9620E-05
.2515E+04 .5209E-03 .5188E-03 .2265E-05
.2520E+04 .3759E-03 .3744E-03 .1627E-05
.2525E+04 .4223E-04 .4205E-04 .1824E-06
.2530E+04 .6448E-06 .6420E-06 .2764E-08
.2535E+04 .1780E-06 .1772E-06 .7609E-09
.2540E+04 .3799E-06 .3782E-06 .1623E-08
.2545E+04 .5423E-10 .5397E-10 .2307E-12
.2550E+04 .2859E-12 .2845E-12 .1213E-14
.2555E+04 .1053E-08 .1048E-08 .4465E-11
.2560E+04 .3144E-10 .3128E-10 .1331E-12
.2565E+04 .1617E-13 .1607E-13 .6815E-16
.2570E+04 .1554E-17 .1544E-17 .6528E-20
.2575E+04 .1111E-26 .1104E-26 .4656E-29
.2580E+04 .3916E-21 .3889E-21 .1639E-23
.2585E+04 .1762E-33 .1750E-33 .7362E-36
.2590E+04 .5638E-30 .5598E-30 .2351E-32
.2595E+04 .2348E-32 .2332E-32 .9782E-35
.2600E+04 .4615E-27 .4581E-27 .1919E-29
.2605E+04 .5960E-34 .5916E-34 .2474E-36
.2610E+04 .6106E-33 .6061E-33 .2531E-35
.2615E+04 .1147E-36 .1138E-36 .4747E-39
.2620E+04 .5700E-28 .5658E-28 .2357E-30
.2625E+04 .3852E-27 .3823E-27 .1590E-29
.2630E+04 .2803E-44 .2803E-44 .0000E+00
.2635E+04 .3970E-15 .3941E-15 .1638E-17
.2640E+04 .1195E-15 .1186E-15 .4919E-18
.2645E+04 .9192E-18 .9126E-18 .3780E-20
.2650E+04 .1464E-18 .1454E-18 .6013E-21
.2655E+04 .1345E-26 .1336E-26 .5517E-29
.2660E+04 .2666E-24 .2648E-24 .1093E-26
.2665E+04 .1137E-36 .1129E-36 .4653E-39
.2670E+04 .0000E+00 .0000E+00 .0000E+00
.2675E+04 .0000E+00 .0000E+00 .0000E+00
.2680E+04 .0000E+00 .0000E+00 .0000E+00
.2685E+04 .0000E+00 .0000E+00 .0000E+00
.2690E+04 .1060E-28 .1056E-28 .4330E-31
.2695E+04 .7392E-32 .7368E-32 .3026E-34
.2700E+04 .0000E+00 .0000E+00 .0000E+00
.2705E+04 .3083E-41 .3079E-41 .1261E-43
.2710E+04 .1169E-34 .1169E-34 .4763E-37
.2715E+04 .3986E-25 .3987E-25 .1619E-27
.2720E+04 .5605E-44 .5605E-44 .0000E+00
.2725E+04 .7471E-21 .7492E-21 .3021E-23
.2730E+04 .6217E-18 .6240E-18 .2507E-20
.2735E+04 .5628E-20 .5655E-20 .2265E-22
.2740E+04 .2386E-26 .2400E-26 .9580E-29
.2745E+04 .1349E-22 .1357E-22 .5403E-25
.2750E+04 .1710E-27 .1723E-27 .6835E-30
.2755E+04 .6866E-43 .7006E-43 .0000E+00
.2760E+04 .0000E+00 .0000E+00 .0000E+00
.2765E+04 .2732E-26 .2757E-26 .1085E-28
.2770E+04 .8549E-23 .8629E-23 .3390E-25
.2775E+04 .4139E-37 .4179E-37 .1638E-39
.2780E+04 .4975E-33 .5026E-33 .1966E-35
.2785E+04 .4007E-26 .4049E-26 .1581E-28
.2790E+04 .1248E-15 .1262E-15 .4919E-18
.2795E+04 .3718E-15 .3760E-15 .1463E-17
.2800E+04 .1682E-11 .1702E-11 .6621E-14
.2805E+04 .6885E-13 .6965E-13 .2707E-15
.2810E+04 .4097E-09 .4146E-09 .1610E-11
.2815E+04 .2913E-09 .2948E-09 .1144E-11
.2820E+04 .2086E-10 .2112E-10 .8183E-13
.2825E+04 .1784E-06 .1806E-06 .7004E-09
.2830E+04 .3945E-05 .3995E-05 .1550E-07
.2835E+04 .2161E-09 .2188E-09 .8458E-12
.2840E+04 .1984E-06 .2010E-06 .7781E-09
.2845E+04 .4112E-04 .4165E-04 .1616E-06
.2850E+04 .1174E-05 .1189E-05 .4601E-08
.2855E+04 .4537E-06 .4596E-06 .1781E-08
.2860E+04 .2552E-04 .2585E-04 .1002E-06
.2865E+04 .1681E-03 .1703E-03 .6608E-06
.2870E+04 .6344E-05 .6427E-05 .2490E-07
.2875E+04 .3947E-03 .3999E-03 .1554E-05
.2880E+04 .2490E-03 .2523E-03 .9814E-06
.2885E+04 .4567E-03 .4627E-03 .1800E-05
.2890E+04 .1875E-03 .1900E-03 .7401E-06
.2895E+04 .2688E-02 .2724E-02 .1064E-04
.2900E+04 .8192E-03 .8300E-03 .3242E-05
.2905E+04 .1121E-03 .1135E-03 .4434E-06
.2910E+04 .2751E-02 .2787E-02 .1093E-04
.2915E+04 .1276E-02 .1292E-02 .5068E-05
.2920E+04 .2934E-02 .2973E-02 .1169E-04
.2925E+04 .1097E-02 .1112E-02 .4373E-05
.2930E+04 .5983E-02 .6062E-02 .2394E-04
.2935E+04 .6625E-02 .6712E-02 .2656E-04
.2940E+04 .1661E-02 .1683E-02 .6659E-05
.2945E+04 .1483E-02 .1502E-02 .5956E-05
.2950E+04 .5353E-02 .5423E-02 .2159E-04
.2955E+04 .2390E-02 .2421E-02 .9651E-05
.2960E+04 .4708E-02 .4769E-02 .1907E-04
.2965E+04 .7609E-02 .7708E-02 .3094E-04
.2970E+04 .3602E-03 .3649E-03 .1463E-05
.2975E+04 .8719E-03 .8833E-03 .3553E-05
.2980E+04 .1366E-02 .1384E-02 .5581E-05
.2985E+04 .7095E-02 .7187E-02 .2916E-04
.2990E+04 .1046E-01 .1059E-01 .4318E-04
.2995E+04 .4342E-02 .4398E-02 .1793E-04
.3000E+04 .7951E-02 .8054E-02 .3299E-04
.3005E+04 .2939E-02 .2977E-02 .1216E-04
.3010E+04 .6958E-02 .7047E-02 .2884E-04
.3015E+04 .5634E-02 .5706E-02 .2333E-04
.3020E+04 .6439E-03 .6521E-03 .2657E-05
.3025E+04 .7608E-02 .7705E-02 .3153E-04
.3030E+04 .6141E-02 .6219E-02 .2544E-04
.3035E+04 .2510E-02 .2541E-02 .1038E-04
.3040E+04 .2024E-02 .2050E-02 .8369E-05
.3045E+04 .4231E-02 .4285E-02 .1752E-04
.3050E+04 .1040E-02 .1054E-02 .4302E-05
.3055E+04 .2909E-03 .2946E-03 .1202E-05
.3060E+04 .6318E-02 .6397E-02 .2623E-04
.3065E+04 .2921E-02 .2957E-02 .1211E-04
.3070E+04 .1755E-02 .1776E-02 .7269E-05
.3075E+04 .6041E-02 .6115E-02 .2512E-04
.3080E+04 .3636E-02 .3680E-02 .1511E-04
.3085E+04 .1776E-02 .1797E-02 .7371E-05
.3090E+04 .2397E-02 .2426E-02 .9963E-05
.3095E+04 .6608E-03 .6687E-03 .2744E-05
.3100E+04 .4445E-02 .4498E-02 .1854E-04
.3105E+04 .9340E-03 .9451E-03 .3887E-05
.3110E+04 .8569E-03 .8670E-03 .3568E-05
.3115E+04 .2293E-02 .2319E-02 .9568E-05
.3120E+04 .9970E-02 .1009E-01 .4192E-04
.3125E+04 .3088E-02 .3124E-02 .1300E-04
.3130E+04 .5875E-02 .5942E-02 .2480E-04
.3135E+04 .1166E-01 .1179E-01 .4930E-04
.3140E+04 .3392E-02 .3430E-02 .1427E-04
.3145E+04 .3317E-02 .3355E-02 .1397E-04
.3150E+04 .6780E-02 .6856E-02 .2868E-04
.3155E+04 .5730E-02 .5794E-02 .2424E-04
.3160E+04 .9373E-02 .9477E-02 .3981E-04
.3165E+04 .1415E-01 .1430E-01 .6041E-04
.3170E+04 .1266E-01 .1279E-01 .5403E-04
.3175E+04 .9291E-02 .9391E-02 .3956E-04
.3180E+04 .1074E-01 .1086E-01 .4587E-04
.3185E+04 .8085E-02 .8171E-02 .3445E-04
.3190E+04 .4271E-02 .4317E-02 .1815E-04
.3195E+04 .2685E-02 .2713E-02 .1140E-04
.3200E+04 .4388E-03 .4434E-03 .1860E-05
.3205E+04 .3091E-03 .3124E-03 .1311E-05
.3210E+04 .1356E-03 .1370E-03 .5755E-06
.3215E+04 .4979E-03 .5030E-03 .2116E-05
.3220E+04 .1591E-02 .1607E-02 .6779E-05
.3225E+04 .1994E-03 .2014E-03 .8493E-06
.3230E+04 .3363E-03 .3396E-03 .1439E-05
.3235E+04 .7273E-02 .7345E-02 .3137E-04
.3240E+04 .3665E-02 .3701E-02 .1573E-04
.3245E+04 .7291E-03 .7363E-03 .3119E-05
.3250E+04 .2549E-02 .2573E-02 .1094E-04
.3255E+04 .9873E-02 .9968E-02 .4289E-04
.3260E+04 .1197E-02 .1209E-02 .5141E-05
.3265E+04 .2431E-02 .2455E-02 .1047E-04
.3270E+04 .1194E-02 .1205E-02 .5373E-05
.3275E+04 .5892E-02 .5945E-02 .2799E-04
.3280E+04 .2817E-02 .2842E-02 .1268E-04
.3285E+04 .1101E-01 .1111E-01 .4949E-04
.3290E+04 .8563E-02 .8640E-02 .3867E-04
.3295E+04 .1195E-02 .1206E-02 .5350E-05
.3300E+04 .1735E-02 .1751E-02 .7786E-05
.3305E+04 .3902E-02 .3937E-02 .1747E-04
.3310E+04 .3843E-02 .3878E-02 .1712E-04
.3315E+04 .1326E-04 .1338E-04 .5832E-07
.3320E+04 .5620E-04 .5670E-04 .2459E-06
.3325E+04 .3436E-02 .3467E-02 .1510E-04
.3330E+04 .4681E-02 .4723E-02 .2058E-04
.3335E+04 .9057E-02 .9139E-02 .4001E-04
.3340E+04 .3498E-02 .3530E-02 .1529E-04
.3345E+04 .3538E-02 .3571E-02 .1546E-04
.3350E+04 .8147E-02 .8225E-02 .3586E-04
.3355E+04 .3647E-02 .3683E-02 .1593E-04
.3360E+04 .5328E-02 .5380E-02 .2334E-04
.3365E+04 .7288E-02 .7361E-02 .3205E-04
.3370E+04 .3922E-02 .3962E-02 .1716E-04
.3375E+04 .8583E-02 .8671E-02 .3781E-04
.3380E+04 .5088E-02 .5141E-02 .2229E-04
.3385E+04 .7564E-02 .7644E-02 .3328E-04
.3390E+04 .9899E-02 .1000E-01 .4368E-04
.3395E+04 .9564E-02 .9667E-02 .4219E-04
.3400E+04 .1255E-01 .1269E-01 .5564E-04
.3405E+04 .4406E-02 .4454E-02 .1935E-04
.3410E+04 .7148E-02 .7227E-02 .3153E-04
.3415E+04 .7205E-02 .7285E-02 .3181E-04
.3420E+04 .1326E-01 .1341E-01 .5904E-04
.3425E+04 .9985E-02 .1010E-01 .4431E-04
.3430E+04 .8651E-02 .8747E-02 .3838E-04
.3435E+04 .1169E-01 .1181E-01 .5213E-04
.3440E+04 .8030E-02 .8117E-02 .3568E-04
.3445E+04 .1136E-01 .1149E-01 .5077E-04
.3450E+04 .1121E-01 .1133E-01 .5013E-04
.3455E+04 .8299E-02 .8388E-02 .3700E-04
.3460E+04 .1260E-01 .1274E-01 .5659E-04
.3465E+04 .9775E-02 .9878E-02 .4375E-04
.3470E+04 .1231E-01 .1244E-01 .5539E-04
.3475E+04 .1096E-01 .1107E-01 .4923E-04
.3480E+04 .1124E-01 .1136E-01 .5058E-04
.3485E+04 .1212E-01 .1224E-01 .5465E-04
.3490E+04 .1040E-01 .1051E-01 .4683E-04
.3495E+04 .1225E-01 .1238E-01 .5539E-04
.3500E+04 .1194E-01 .1206E-01 .5395E-04
.3505E+04 .1184E-01 .1196E-01 .5355E-04
.3510E+04 .1201E-01 .1213E-01 .5436E-04
.3515E+04 .1150E-01 .1161E-01 .5216E-04
.3520E+04 .1215E-01 .1226E-01 .5531E-04
.3525E+04 .1141E-01 .1152E-01 .5196E-04
.3530E+04 .1114E-01 .1123E-01 .5074E-04
.3535E+04 .9382E-02 .9461E-02 .4259E-04
.3540E+04 .8965E-02 .9039E-02 .4069E-04
.3545E+04 .9465E-02 .9542E-02 .4306E-04
.3550E+04 .1050E-01 .1058E-01 .4794E-04
.3555E+04 .9022E-02 .9092E-02 .4106E-04
.3560E+04 .1076E-01 .1085E-01 .4929E-04
.3565E+04 .1078E-01 .1086E-01 .4947E-04
.3570E+04 .8318E-02 .8380E-02 .3823E-04
.3575E+04 .8606E-02 .8668E-02 .3981E-04
.3580E+04 .1015E-01 .1023E-01 .4705E-04
.3585E+04 .9108E-02 .9173E-02 .4180E-04
.3590E+04 .9432E-02 .9499E-02 .4355E-04
.3595E+04 .9629E-02 .9697E-02 .4436E-04
.3600E+04 .1024E-01 .1031E-01 .4733E-04
.3605E+04 .1028E-01 .1035E-01 .4765E-04
.3610E+04 .9444E-02 .9508E-02 .4363E-04
.3615E+04 .9436E-02 .9500E-02 .4357E-04
.3620E+04 .1156E-01 .1164E-01 .5372E-04
.3625E+04 .1013E-01 .1020E-01 .4682E-04
.3630E+04 .9901E-02 .9967E-02 .4566E-04
.3635E+04 .1021E-01 .1028E-01 .4712E-04
.3640E+04 .1138E-01 .1146E-01 .5276E-04
.3645E+04 .1044E-01 .1051E-01 .4821E-04
.3650E+04 .9987E-02 .1005E-01 .4604E-04
.3655E+04 .1081E-01 .1088E-01 .5009E-04
.3660E+04 .1077E-01 .1084E-01 .4983E-04
.3665E+04 .1008E-01 .1015E-01 .4650E-04
.3670E+04 .7809E-02 .7859E-02 .3569E-04
.3675E+04 .4742E-02 .4772E-02 .2140E-04
.3680E+04 .8162E-02 .8213E-02 .3737E-04
.3685E+04 .9266E-02 .9323E-02 .4264E-04
.3690E+04 .9570E-02 .9628E-02 .4409E-04
.3695E+04 .9927E-02 .9986E-02 .4584E-04
.3700E+04 .1066E-01 .1072E-01 .4944E-04
.3705E+04 .1053E-01 .1059E-01 .4881E-04
.3710E+04 .9191E-02 .9244E-02 .4233E-04
.3715E+04 .9056E-02 .9107E-02 .4168E-04
.3720E+04 .1023E-01 .1029E-01 .4736E-04
.3725E+04 .1051E-01 .1057E-01 .4874E-04
.3730E+04 .9134E-02 .9184E-02 .4206E-04
.3735E+04 .8366E-02 .8412E-02 .3840E-04
.3740E+04 .8579E-02 .8625E-02 .3945E-04
.3745E+04 .9992E-02 .1004E-01 .4629E-04
.3750E+04 .9101E-02 .9149E-02 .4194E-04
.3755E+04 .8827E-02 .8873E-02 .4064E-04
.3760E+04 .8740E-02 .8785E-02 .4022E-04
.3765E+04 .8423E-02 .8466E-02 .3871E-04
.3770E+04 .9005E-02 .9050E-02 .4153E-04
.3775E+04 .8900E-02 .8943E-02 .4105E-04
.3780E+04 .9430E-02 .9475E-02 .4363E-04
.3785E+04 .8660E-02 .8701E-02 .3991E-04
.3790E+04 .7634E-02 .7670E-02 .3500E-04
.3795E+04 .8694E-02 .8734E-02 .4012E-04
.3800E+04 .9714E-02 .9758E-02 .4510E-04
.3805E+04 .9131E-02 .9172E-02 .4227E-04
.3810E+04 .8120E-02 .8155E-02 .3738E-04
.3815E+04 .7613E-02 .7646E-02 .3495E-04
.3820E+04 .9520E-02 .9561E-02 .4424E-04
.3825E+04 .9358E-02 .9397E-02 .4345E-04
.3830E+04 .9470E-02 .9509E-02 .4402E-04
.3835E+04 .7549E-02 .7580E-02 .3468E-04
.3840E+04 .8841E-02 .8876E-02 .4097E-04
.3845E+04 .8633E-02 .8666E-02 .3996E-04
.3850E+04 .8700E-02 .8734E-02 .4029E-04
.3855E+04 .8356E-02 .8388E-02 .3863E-04
.3860E+04 .7838E-02 .7867E-02 .3612E-04
.3865E+04 .7908E-02 .7938E-02 .3647E-04
.3870E+04 .7198E-02 .7224E-02 .3303E-04
.3875E+04 .6578E-02 .6602E-02 .3005E-04
.3880E+04 .6365E-02 .6388E-02 .2904E-04
.3885E+04 .6581E-02 .6605E-02 .3008E-04
.3890E+04 .6675E-02 .6699E-02 .3053E-04
.3895E+04 .7300E-02 .7325E-02 .3354E-04
.3900E+04 .7739E-02 .7765E-02 .3568E-04
.3905E+04 .7721E-02 .7747E-02 .3559E-04
.3910E+04 .6945E-02 .6969E-02 .3183E-04
.3915E+04 .6778E-02 .6801E-02 .3103E-04
.3920E+04 .6768E-02 .6791E-02 .3098E-04
.3925E+04 .6658E-02 .6680E-02 .3045E-04
.3930E+04 .6875E-02 .6898E-02 .3150E-04
.3935E+04 .7155E-02 .7178E-02 .3286E-04
.3940E+04 .7240E-02 .7264E-02 .3327E-04
